AXISBANK | Financial Sector | High leverage warning suppressed
ADANIPOWER | ROCE mismatch | Source=32.2 Calculated=9.06 Difference=23.14
ADANIPOWER | ROCE mismatch | Source=32.2 Calculated=9.27 Difference=22.93
ADANIPOWER | ROCE mismatch | Source=32.2 Calculated=14.62 Difference=17.58
ADANIPOWER | ROCE mismatch | Source=32.2 Calculated=10.78 Difference=21.42
ADANIPOWER | ROCE mismatch | Source=32.2 Calculated=10.12 Difference=22.08
ADANIPOWER | ROCE mismatch | Source=32.2 Calculated=9.11 Difference=23.09
ADANIPOWER | ROCE mismatch | Source=32.2 Calculated=9.3 Difference=22.90
ADANIPOWER | ROCE mismatch | Source=32.2 Calculated=13.24 Difference=18.96
ADANIPOWER | ROCE mismatch | Source=32.2 Calculated=14.62 Difference=17.58
ADANIPOWER | ROCE mismatch | Source=32.2 Calculated=13.98 Difference=18.22
ADANIPOWER | ROCE mismatch | Source=32.2 Calculated=23.44 Difference=8.76
AMBUJACEM | ROCE mismatch | Source=12.8 Calculated=27.92 Difference=15.12
AMBUJACEM | ROCE mismatch | Source=12.8 Calculated=19.14 Difference=6.34
AMBUJACEM | ROCE mismatch | Source=12.8 Calculated=18.64 Difference=5.84
AMBUJACEM | ROCE mismatch | Source=12.8 Calculated=17.9 Difference=5.10
AMBUJACEM | ROCE mismatch | Source=12.8 Calculated=19.06 Difference=6.26
AMBUJACEM | ROCE mismatch | Source=12.8 Calculated=21.55 Difference=8.75
AMBUJACEM | ROCE mismatch | Source=12.8 Calculated=24.04 Difference=11.24
APOLLOHOSP | ROCE mismatch | Source=17.2 Calculated=11.09 Difference=6.11
APOLLOHOSP | ROCE mismatch | Source=17.2 Calculated=11.4 Difference=5.80
APOLLOHOSP | ROCE mismatch | Source=17.2 Calculated=11.99 Difference=5.21
APOLLOHOSP | ROCE mismatch | Source=17.2 Calculated=22.94 Difference=5.74
APOLLOHOSP | ROCE mismatch | Source=17.2 Calculated=22.59 Difference=5.39
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=47.79 Difference=6.04
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=47.79 Difference=6.04
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=47.79 Difference=6.04
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=47.79 Difference=6.04
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=36.67 Difference=5.08
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=36.67 Difference=5.08
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=36.67 Difference=5.08
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=36.67 Difference=5.08
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=35.83 Difference=5.92
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=35.83 Difference=5.92
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=35.83 Difference=5.92
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=35.83 Difference=5.92
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=34.89 Difference=6.86
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=34.89 Difference=6.86
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=34.89 Difference=6.86
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=34.89 Difference=6.86
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=34.94 Difference=6.81
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=34.94 Difference=6.81
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=34.94 Difference=6.81
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=34.94 Difference=6.81
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=31.2 Difference=10.55
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=31.2 Difference=10.55
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=31.2 Difference=10.55
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=31.2 Difference=10.55
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=34.92 Difference=6.83
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=34.92 Difference=6.83
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=34.92 Difference=6.83
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=34.92 Difference=6.83
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=35.77 Difference=5.98
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=35.77 Difference=5.98
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=35.77 Difference=5.98
ASIANPAINT | ROCE mismatch | Source=41.75 Calculated=35.77 Difference=5.98
ATGL | ROCE mismatch | Source=21.2 Calculated=15.5 Difference=5.70
ATGL | ROCE mismatch | Source=21.2 Calculated=30.41 Difference=9.21
ATGL | ROCE mismatch | Source=21.2 Calculated=31.33 Difference=10.13
ATGL | ROCE mismatch | Source=21.2 Calculated=28.58 Difference=7.38
BAJAJ-AUTO | ROCE mismatch | Source=33.5 Calculated=44.69 Difference=11.19
BAJAJ-AUTO | ROCE mismatch | Source=33.5 Calculated=40.71 Difference=7.21
BAJAJ-AUTO | ROCE mismatch | Source=33.5 Calculated=24.64 Difference=8.86
BAJAJ-AUTO | ROCE mismatch | Source=33.5 Calculated=23.59 Difference=9.91
BAJAJ-AUTO | ROCE mismatch | Source=33.5 Calculated=22.25 Difference=11.25
BAJAJ-AUTO | ROCE mismatch | Source=33.5 Calculated=23.45 Difference=10.05
BAJAJ-AUTO | ROCE mismatch | Source=33.5 Calculated=18.03 Difference=15.47
BAJAJ-AUTO | ROCE mismatch | Source=33.5 Calculated=17.54 Difference=15.96
BAJAJ-AUTO | ROCE mismatch | Source=33.5 Calculated=21.93 Difference=11.57
BAJAJ-AUTO | ROCE mismatch | Source=33.5 Calculated=28.39 Difference=5.11
BAJAJFINSV | ROCE mismatch | Source=21.14 Calculated=15.58 Difference=5.56
BAJAJFINSV | ROCE mismatch | Source=21.14 Calculated=14.73 Difference=6.41
BAJAJFINSV | ROCE mismatch | Source=21.14 Calculated=13.57 Difference=7.57
BAJAJFINSV | ROCE mismatch | Source=21.14 Calculated=13.52 Difference=7.62
BAJAJFINSV | ROCE mismatch | Source=21.14 Calculated=12.52 Difference=8.62
BAJAJFINSV | ROCE mismatch | Source=21.14 Calculated=12.18 Difference=8.96
BAJAJFINSV | ROCE mismatch | Source=21.14 Calculated=11.52 Difference=9.62
BAJAJFINSV | ROCE mismatch | Source=21.14 Calculated=11.96 Difference=9.18
BAJAJFINSV | ROCE mismatch | Source=21.14 Calculated=10.65 Difference=10.49
BAJAJFINSV | ROCE mismatch | Source=21.14 Calculated=11.55 Difference=9.59
BAJAJFINSV | ROCE mismatch | Source=21.14 Calculated=11.71 Difference=9.43
BAJAJHLDNG | ROCE mismatch | Source=13.1 Calculated=3.11 Difference=9.99
BAJAJHLDNG | ROCE mismatch | Source=13.1 Calculated=3.33 Difference=9.77
BAJAJHLDNG | ROCE mismatch | Source=13.1 Calculated=3.61 Difference=9.49
BAJAJHLDNG | ROCE mismatch | Source=13.1 Calculated=2.81 Difference=10.29
BAJAJHLDNG | ROCE mismatch | Source=13.1 Calculated=3.52 Difference=9.58
BAJAJHLDNG | ROCE mismatch | Source=13.1 Calculated=1.41 Difference=11.69
BAJAJHLDNG | ROCE mismatch | Source=13.1 Calculated=1.29 Difference=11.81
BAJAJHLDNG | ROCE mismatch | Source=13.1 Calculated=1.08 Difference=12.02
BAJAJHLDNG | ROCE mismatch | Source=13.1 Calculated=0.94 Difference=12.16
BAJAJHLDNG | ROCE mismatch | Source=13.1 Calculated=0.85 Difference=12.25
BAJAJHLDNG | ROCE mismatch | Source=13.1 Calculated=0.86 Difference=12.24
BAJAJHLDNG | ROCE mismatch | Source=13.1 Calculated=2.88 Difference=10.22
BAJFINANCE | ROCE mismatch | Source=11.9 Calculated=5.57 Difference=6.33
BAJFINANCE | ROCE mismatch | Source=11.9 Calculated=5.3 Difference=6.60
BAJFINANCE | ROCE mismatch | Source=11.9 Calculated=5.52 Difference=6.38
BAJFINANCE | ROCE mismatch | Source=11.9 Calculated=4.99 Difference=6.91
BAJFINANCE | ROCE mismatch | Source=11.9 Calculated=4.5 Difference=7.40
BAJFINANCE | ROCE mismatch | Source=11.9 Calculated=5.65 Difference=6.25
BAJFINANCE | ROCE mismatch | Source=11.9 Calculated=6.43 Difference=5.47
BAJFINANCE | ROCE mismatch | Source=11.9 Calculated=5.69 Difference=6.21
BAJFINANCE | ROCE mismatch | Source=11.9 Calculated=4.68 Difference=7.22
BAJFINANCE | ROCE mismatch | Source=11.9 Calculated=4.35 Difference=7.55
BEL | ROCE mismatch | Source=34.6 Calculated=2230.0 Difference=2195.40
BEL | ROCE mismatch | Source=34.6 Calculated=3303.57 Difference=3268.97
BEL | ROCE mismatch | Source=34.6 Calculated=3572.73 Difference=3538.13
BEL | ROCE mismatch | Source=34.6 Calculated=3764.86 Difference=3730.26
BEL | ROCE mismatch | Source=34.6 Calculated=4072.73 Difference=4038.13
BEL | ROCE mismatch | Source=34.6 Calculated=2581.01 Difference=2546.41
BEL | ROCE mismatch | Source=34.6 Calculated=3030.21 Difference=2995.61
BEL | ROCE mismatch | Source=34.6 Calculated=2786.87 Difference=2752.27
BEL | ROCE mismatch | Source=34.6 Calculated=2975.93 Difference=2941.33
BEL | ROCE mismatch | Source=34.6 Calculated=2633.07 Difference=2598.47
BEL | ROCE mismatch | Source=34.6 Calculated=3587.72 Difference=3553.12
BEL | ROCE mismatch | Source=34.6 Calculated=3977.17 Difference=3942.57
BHARTIARTL | ROCE mismatch | Source=13.1 Calculated=19.61 Difference=6.51
BHARTIARTL | ROCE mismatch | Source=13.1 Calculated=19.54 Difference=6.44
BHARTIARTL | ROCE mismatch | Source=13.1 Calculated=27.28 Difference=14.18
BHARTIARTL | ROCE mismatch | Source=13.1 Calculated=20.3 Difference=7.20
BHARTIARTL | ROCE mismatch | Source=13.1 Calculated=20.22 Difference=7.12
BHARTIARTL | ROCE mismatch | Source=13.1 Calculated=20.42 Difference=7.32
BHARTIARTL | ROCE mismatch | Source=13.1 Calculated=24.35 Difference=11.25
BHARTIARTL | ROCE mismatch | Source=13.1 Calculated=23.48 Difference=10.38
BHARTIARTL | ROCE mismatch | Source=13.1 Calculated=26.25 Difference=13.15
BHEL | ROCE mismatch | Source=3.28 Calculated=28.52 Difference=25.24
BHEL | ROCE mismatch | Source=3.28 Calculated=12.09 Difference=8.81
BHEL | ROCE mismatch | Source=3.28 Calculated=-4.17 Difference=7.45
BHEL | ROCE mismatch | Source=3.28 Calculated=-9.86 Difference=13.14
BOSCHLTD | ROCE mismatch | Source=20.6 Calculated=26.56 Difference=5.96
BOSCHLTD | ROCE mismatch | Source=20.6 Calculated=11.77 Difference=8.83
BOSCHLTD | ROCE mismatch | Source=20.6 Calculated=13.59 Difference=7.01
BPCL | ROCE mismatch | Source=32.1 Calculated=13.44 Difference=18.66
BPCL | ROCE mismatch | Source=32.1 Calculated=17.9 Difference=14.20
BPCL | ROCE mismatch | Source=32.1 Calculated=20.35 Difference=11.75
BPCL | ROCE mismatch | Source=32.1 Calculated=25.34 Difference=6.76
BPCL | ROCE mismatch | Source=32.1 Calculated=20.71 Difference=11.39
BPCL | ROCE mismatch | Source=32.1 Calculated=20.62 Difference=11.48
BPCL | ROCE mismatch | Source=32.1 Calculated=18.08 Difference=14.02
BPCL | ROCE mismatch | Source=32.1 Calculated=8.8 Difference=23.30
BPCL | ROCE mismatch | Source=32.1 Calculated=19.43 Difference=12.67
BPCL | ROCE mismatch | Source=32.1 Calculated=16.44 Difference=15.66
BPCL | ROCE mismatch | Source=32.1 Calculated=8.87 Difference=23.23
BRITANNIA | ROCE mismatch | Source=48.9 Calculated=66.14 Difference=17.24
BRITANNIA | ROCE mismatch | Source=48.9 Calculated=62.59 Difference=13.69
BRITANNIA | ROCE mismatch | Source=48.9 Calculated=55.06 Difference=6.16
BRITANNIA | ROCE mismatch | Source=48.9 Calculated=41.61 Difference=7.29
BRITANNIA | ROCE mismatch | Source=48.9 Calculated=39.28 Difference=9.62
BRITANNIA | ROCE mismatch | Source=48.9 Calculated=31.02 Difference=17.88
BRITANNIA | ROCE mismatch | Source=48.9 Calculated=43.68 Difference=5.22
BRITANNIA | ROCE mismatch | Source=48.9 Calculated=43.35 Difference=5.55
CHOLAFIN | ROCE mismatch | Source=10.4 Calculated=4.0 Difference=6.40
CHOLAFIN | ROCE mismatch | Source=10.4 Calculated=4.58 Difference=5.82
CHOLAFIN | ROCE mismatch | Source=10.4 Calculated=4.69 Difference=5.71
CHOLAFIN | ROCE mismatch | Source=10.4 Calculated=4.83 Difference=5.57
CHOLAFIN | ROCE mismatch | Source=10.4 Calculated=4.66 Difference=5.74
CHOLAFIN | ROCE mismatch | Source=10.4 Calculated=3.34 Difference=7.06
CHOLAFIN | ROCE mismatch | Source=10.4 Calculated=2.87 Difference=7.53
CHOLAFIN | ROCE mismatch | Source=10.4 Calculated=3.83 Difference=6.57
CHOLAFIN | ROCE mismatch | Source=10.4 Calculated=3.97 Difference=6.43
CHOLAFIN | ROCE mismatch | Source=10.4 Calculated=3.61 Difference=6.79
CHOLAFIN | ROCE mismatch | Source=10.4 Calculated=3.24 Difference=7.16
CHOLAFIN | ROCE mismatch | Source=10.4 Calculated=3.5 Difference=6.90
CIPLA | ROCE mismatch | Source=22.8 Calculated=60.74 Difference=37.94
CIPLA | ROCE mismatch | Source=22.8 Calculated=71.03 Difference=48.23
CIPLA | ROCE mismatch | Source=22.8 Calculated=73.43 Difference=50.63
CIPLA | ROCE mismatch | Source=22.8 Calculated=67.65 Difference=44.85
CIPLA | ROCE mismatch | Source=22.8 Calculated=71.43 Difference=48.63
CIPLA | ROCE mismatch | Source=22.8 Calculated=67.27 Difference=44.47
CIPLA | ROCE mismatch | Source=22.8 Calculated=68.63 Difference=45.83
CIPLA | ROCE mismatch | Source=22.8 Calculated=74.96 Difference=52.16
CIPLA | ROCE mismatch | Source=22.8 Calculated=73.29 Difference=50.49
CIPLA | ROCE mismatch | Source=22.8 Calculated=78.6 Difference=55.80
CIPLA | ROCE mismatch | Source=22.8 Calculated=73.22 Difference=50.42
CIPLA | ROCE mismatch | Source=22.8 Calculated=71.46 Difference=48.66
COALINDIA | ROCE mismatch | Source=63.6 Calculated=100.88 Difference=37.28
COALINDIA | ROCE mismatch | Source=63.6 Calculated=124.09 Difference=60.49
COALINDIA | ROCE mismatch | Source=63.6 Calculated=139.29 Difference=75.69
COALINDIA | ROCE mismatch | Source=63.6 Calculated=164.15 Difference=100.55
COALINDIA | ROCE mismatch | Source=63.6 Calculated=238.69 Difference=175.09
COALINDIA | ROCE mismatch | Source=63.6 Calculated=349.77 Difference=286.17
COALINDIA | ROCE mismatch | Source=63.6 Calculated=260.17 Difference=196.57
COALINDIA | ROCE mismatch | Source=63.6 Calculated=193.05 Difference=129.45
COALINDIA | ROCE mismatch | Source=63.6 Calculated=168.38 Difference=104.78
COALINDIA | ROCE mismatch | Source=63.6 Calculated=182.17 Difference=118.57
COALINDIA | ROCE mismatch | Source=63.6 Calculated=144.26 Difference=80.66
COALINDIA | ROCE mismatch | Source=63.6 Calculated=105.71 Difference=42.11
DABUR | ROCE mismatch | Source=22.3 Calculated=30.56 Difference=8.26
DABUR | ROCE mismatch | Source=22.3 Calculated=34.54 Difference=12.24
DABUR | ROCE mismatch | Source=22.3 Calculated=32.29 Difference=9.99
DABUR | ROCE mismatch | Source=22.3 Calculated=30.51 Difference=8.21
DABUR | ROCE mismatch | Source=22.3 Calculated=27.48 Difference=5.18
DIVISLAB | ROCE mismatch | Source=16.5 Calculated=32.2 Difference=15.70
DIVISLAB | ROCE mismatch | Source=16.5 Calculated=34.14 Difference=17.64
DIVISLAB | ROCE mismatch | Source=16.5 Calculated=33.3 Difference=16.80
DIVISLAB | ROCE mismatch | Source=16.5 Calculated=32.83 Difference=16.33
DIVISLAB | ROCE mismatch | Source=16.5 Calculated=26.89 Difference=10.39
DIVISLAB | ROCE mismatch | Source=16.5 Calculated=26.53 Difference=10.03
DIVISLAB | ROCE mismatch | Source=16.5 Calculated=24.85 Difference=8.35
DIVISLAB | ROCE mismatch | Source=16.5 Calculated=30.83 Difference=14.33
DIVISLAB | ROCE mismatch | Source=16.5 Calculated=33.11 Difference=16.61
DMART | ROCE mismatch | Source=19.4 Calculated=24.47 Difference=5.07
DMART | ROCE mismatch | Source=19.4 Calculated=26.49 Difference=7.09
DMART | ROCE mismatch | Source=19.4 Calculated=25.97 Difference=6.57
DMART | ROCE mismatch | Source=19.4 Calculated=13.87 Difference=5.53
DRREDDY | ROCE mismatch | Source=26.5 Calculated=14.39 Difference=12.11
DRREDDY | ROCE mismatch | Source=26.5 Calculated=13.33 Difference=13.17
DRREDDY | ROCE mismatch | Source=26.5 Calculated=17.79 Difference=8.71
DRREDDY | ROCE mismatch | Source=26.5 Calculated=13.91 Difference=12.59
DRREDDY | ROCE mismatch | Source=26.5 Calculated=18.74 Difference=7.76
DRREDDY | ROCE mismatch | Source=26.5 Calculated=16.68 Difference=9.82
EICHERMOT | ROCE mismatch | Source=31.1 Calculated=43.43 Difference=12.33
EICHERMOT | ROCE mismatch | Source=31.1 Calculated=45.97 Difference=14.87
EICHERMOT | ROCE mismatch | Source=31.1 Calculated=39.84 Difference=8.74
EICHERMOT | ROCE mismatch | Source=31.1 Calculated=39.12 Difference=8.02
EICHERMOT | ROCE mismatch | Source=31.1 Calculated=21.34 Difference=9.76
EICHERMOT | ROCE mismatch | Source=31.1 Calculated=15.3 Difference=15.80
EICHERMOT | ROCE mismatch | Source=31.1 Calculated=17.13 Difference=13.97
EICHERMOT | ROCE mismatch | Source=31.1 Calculated=22.56 Difference=8.54
EICHERMOT | ROCE mismatch | Source=31.1 Calculated=23.45 Difference=7.65
GAIL | ROCE mismatch | Source=14.7 Calculated=20.61 Difference=5.91
GAIL | ROCE mismatch | Source=14.7 Calculated=20.68 Difference=5.98
GAIL | ROCE mismatch | Source=14.7 Calculated=9.06 Difference=5.64
GODREJCP | ROCE mismatch | Source=26.49 Calculated=17.25 Difference=9.24
GODREJCP | ROCE mismatch | Source=26.49 Calculated=19.01 Difference=7.48
GODREJCP | ROCE mismatch | Source=26.49 Calculated=19.62 Difference=6.87
GODREJCP | ROCE mismatch | Source=26.49 Calculated=20.5 Difference=5.99
GODREJCP | ROCE mismatch | Source=26.49 Calculated=21.34 Difference=5.15
GODREJCP | ROCE mismatch | Source=26.49 Calculated=20.02 Difference=6.47
GODREJCP | ROCE mismatch | Source=26.49 Calculated=18.77 Difference=7.72
GODREJCP | ROCE mismatch | Source=26.49 Calculated=21.22 Difference=5.27
GODREJCP | ROCE mismatch | Source=26.49 Calculated=18.17 Difference=8.32
GODREJCP | ROCE mismatch | Source=26.49 Calculated=16.37 Difference=10.12
GODREJCP | ROCE mismatch | Source=26.49 Calculated=18.69 Difference=7.80
GRASIM | ROCE mismatch | Source=9.3 Calculated=20.28 Difference=10.98
GRASIM | ROCE mismatch | Source=9.3 Calculated=15.7 Difference=6.40
GRASIM | ROCE mismatch | Source=9.3 Calculated=14.67 Difference=5.37
GRASIM | ROCE mismatch | Source=9.3 Calculated=14.8 Difference=5.50
GRASIM | ROCE mismatch | Source=9.3 Calculated=18.19 Difference=8.89
HAL | ROCE mismatch | Source=38.9 Calculated=1795.65 Difference=1756.75
HAL | ROCE mismatch | Source=38.9 Calculated=2397.04 Difference=2358.14
HAL | ROCE mismatch | Source=38.9 Calculated=2601.5 Difference=2562.60
HAL | ROCE mismatch | Source=38.9 Calculated=3240.43 Difference=3201.53
HAL | ROCE mismatch | Source=38.9 Calculated=3485.71 Difference=3446.81
HAL | ROCE mismatch | Source=38.9 Calculated=3560.67 Difference=3521.77
HAL | ROCE mismatch | Source=38.9 Calculated=3284.85 Difference=3245.95
HAL | ROCE mismatch | Source=38.9 Calculated=2977.23 Difference=2938.33
HAL | ROCE mismatch | Source=38.9 Calculated=3027.64 Difference=2988.74
HAVELLS | ROCE mismatch | Source=24.4 Calculated=33.68 Difference=9.28
HCLTECH | ROCE mismatch | Source=29.6 Calculated=39.98 Difference=10.38
HCLTECH | ROCE mismatch | Source=29.6 Calculated=39.07 Difference=9.47
HDFCBANK | ROCE mismatch | Source=7.67 Calculated=2.6 Difference=5.07
HDFCLIFE | ROCE mismatch | Source=6.61 Calculated=1012.34 Difference=1005.73
HDFCLIFE | ROCE mismatch | Source=6.61 Calculated=858.97 Difference=852.36
HDFCLIFE | ROCE mismatch | Source=6.61 Calculated=1036.64 Difference=1030.03
HDFCLIFE | ROCE mismatch | Source=6.61 Calculated=553.88 Difference=547.27
HDFCLIFE | ROCE mismatch | Source=6.61 Calculated=775.59 Difference=768.98
HDFCLIFE | ROCE mismatch | Source=6.61 Calculated=662.83 Difference=656.22
HDFCLIFE | ROCE mismatch | Source=6.61 Calculated=667.14 Difference=660.53
HDFCLIFE | ROCE mismatch | Source=6.61 Calculated=414.85 Difference=408.24
HDFCLIFE | ROCE mismatch | Source=6.61 Calculated=760.76 Difference=754.15
HDFCLIFE | ROCE mismatch | Source=6.61 Calculated=409.2 Difference=402.59
HDFCLIFE | ROCE mismatch | Source=6.61 Calculated=502.95 Difference=496.34
HDFCLIFE | ROCE mismatch | Source=6.61 Calculated=646.46 Difference=639.85
HEROMOTOCO | ROCE mismatch | Source=29.1 Calculated=367.73 Difference=338.63
HEROMOTOCO | ROCE mismatch | Source=29.1 Calculated=361.72 Difference=332.62
HEROMOTOCO | ROCE mismatch | Source=29.1 Calculated=265.09 Difference=235.99
HEROMOTOCO | ROCE mismatch | Source=29.1 Calculated=227.14 Difference=198.04
HEROMOTOCO | ROCE mismatch | Source=29.1 Calculated=222.33 Difference=193.23
HEROMOTOCO | ROCE mismatch | Source=29.1 Calculated=215.5 Difference=186.40
HEROMOTOCO | ROCE mismatch | Source=29.1 Calculated=169.49 Difference=140.39
HEROMOTOCO | ROCE mismatch | Source=29.1 Calculated=168.14 Difference=139.04
HEROMOTOCO | ROCE mismatch | Source=29.1 Calculated=159.83 Difference=130.73
HEROMOTOCO | ROCE mismatch | Source=29.1 Calculated=174.52 Difference=145.42
HEROMOTOCO | ROCE mismatch | Source=29.1 Calculated=177.84 Difference=148.74
HINDALCO | ROCE mismatch | Source=11.3 Calculated=78.56 Difference=67.26
HINDALCO | ROCE mismatch | Source=11.3 Calculated=75.62 Difference=64.32
HINDALCO | ROCE mismatch | Source=11.3 Calculated=89.36 Difference=78.06
HINDALCO | ROCE mismatch | Source=11.3 Calculated=84.12 Difference=72.82
HINDALCO | ROCE mismatch | Source=11.3 Calculated=79.97 Difference=68.67
HINDALCO | ROCE mismatch | Source=11.3 Calculated=94.91 Difference=83.61
HINDALCO | ROCE mismatch | Source=11.3 Calculated=104.65 Difference=93.35
HINDALCO | ROCE mismatch | Source=11.3 Calculated=81.95 Difference=70.65
HINDALCO | ROCE mismatch | Source=11.3 Calculated=85.58 Difference=74.28
HINDALCO | ROCE mismatch | Source=11.3 Calculated=116.85 Difference=105.55
HINDALCO | ROCE mismatch | Source=11.3 Calculated=129.3 Difference=118.00
HINDALCO | ROCE mismatch | Source=11.3 Calculated=118.21 Difference=106.91
HINDUNILVR | ROCE mismatch | Source=27.2 Calculated=788.37 Difference=761.17
HINDUNILVR | ROCE mismatch | Source=27.2 Calculated=683.09 Difference=655.89
HINDUNILVR | ROCE mismatch | Source=27.2 Calculated=652.58 Difference=625.38
HINDUNILVR | ROCE mismatch | Source=27.2 Calculated=389.27 Difference=362.07
HINDUNILVR | ROCE mismatch | Source=27.2 Calculated=382.2 Difference=355.00
HINDUNILVR | ROCE mismatch | Source=27.2 Calculated=385.19 Difference=357.99
HINDUNILVR | ROCE mismatch | Source=27.2 Calculated=382.0 Difference=354.80
HINDUNILVR | ROCE mismatch | Source=27.2 Calculated=363.62 Difference=336.42
HINDUNILVR | ROCE mismatch | Source=27.2 Calculated=74.26 Difference=47.06
HINDUNILVR | ROCE mismatch | Source=27.2 Calculated=79.01 Difference=51.81
HINDUNILVR | ROCE mismatch | Source=27.2 Calculated=90.12 Difference=62.92
HINDUNILVR | ROCE mismatch | Source=27.2 Calculated=89.63 Difference=62.43
ICICIGI | ROCE mismatch | Source=22.5 Calculated=224.12 Difference=201.62
ICICIGI | ROCE mismatch | Source=22.5 Calculated=191.23 Difference=168.73
ICICIGI | ROCE mismatch | Source=22.5 Calculated=154.4 Difference=131.90
ICICIGI | ROCE mismatch | Source=22.5 Calculated=162.77 Difference=140.27
ICICIGI | ROCE mismatch | Source=22.5 Calculated=150.5 Difference=128.00
ICICIGI | ROCE mismatch | Source=22.5 Calculated=142.74 Difference=120.24
ICICIGI | ROCE mismatch | Source=22.5 Calculated=161.33 Difference=138.83
ICICIGI | ROCE mismatch | Source=22.5 Calculated=147.23 Difference=124.73
ICICIGI | ROCE mismatch | Source=22.5 Calculated=124.81 Difference=102.31
ICICIGI | ROCE mismatch | Source=22.5 Calculated=158.87 Difference=136.37
ICICIGI | ROCE mismatch | Source=22.5 Calculated=158.53 Difference=136.03
ICICIGI | ROCE mismatch | Source=22.5 Calculated=146.32 Difference=123.82
ICICIPRULI | ROCE mismatch | Source=8.75 Calculated=486.75 Difference=478.00
ICICIPRULI | ROCE mismatch | Source=8.75 Calculated=465.07 Difference=456.32
ICICIPRULI | ROCE mismatch | Source=8.75 Calculated=622.94 Difference=614.19
ICICIPRULI | ROCE mismatch | Source=8.75 Calculated=299.24 Difference=290.49
ICICIPRULI | ROCE mismatch | Source=8.75 Calculated=562.13 Difference=553.38
ICICIPRULI | ROCE mismatch | Source=8.75 Calculated=563.77 Difference=555.02
ICICIPRULI | ROCE mismatch | Source=8.75 Calculated=595.58 Difference=586.83
ICICIPRULI | ROCE mismatch | Source=8.75 Calculated=295.91 Difference=287.16
ICICIPRULI | ROCE mismatch | Source=8.75 Calculated=810.67 Difference=801.92
ICICIPRULI | ROCE mismatch | Source=8.75 Calculated=634.56 Difference=625.81
ICICIPRULI | ROCE mismatch | Source=8.75 Calculated=462.67 Difference=453.92
ICICIPRULI | ROCE mismatch | Source=8.75 Calculated=754.9 Difference=746.15
INDUSINDBK | ROCE mismatch | Source=7.93 Calculated=2.73 Difference=5.20
INFY | ROCE mismatch | Source=40.0 Calculated=30.37 Difference=9.63
INFY | ROCE mismatch | Source=40.0 Calculated=30.07 Difference=9.93
INFY | ROCE mismatch | Source=40.0 Calculated=29.33 Difference=10.67
INFY | ROCE mismatch | Source=40.0 Calculated=27.66 Difference=12.34
INFY | ROCE mismatch | Source=40.0 Calculated=26.97 Difference=13.03
INFY | ROCE mismatch | Source=40.0 Calculated=28.99 Difference=11.01
INFY | ROCE mismatch | Source=40.0 Calculated=31.06 Difference=8.94
INFY | ROCE mismatch | Source=40.0 Calculated=31.77 Difference=8.23
INFY | ROCE mismatch | Source=40.0 Calculated=34.15 Difference=5.85
IOC | ROCE mismatch | Source=21.31 Calculated=9.08 Difference=12.23
IOC | ROCE mismatch | Source=21.31 Calculated=10.58 Difference=10.73
IOC | ROCE mismatch | Source=21.31 Calculated=7.91 Difference=13.40
IOC | ROCE mismatch | Source=21.31 Calculated=14.84 Difference=6.47
IOC | ROCE mismatch | Source=21.31 Calculated=7.13 Difference=14.18
IOC | ROCE mismatch | Source=21.31 Calculated=10.63 Difference=10.68
IRCTC | ROCE mismatch | Source=53.8 Calculated=34.23 Difference=19.57
IRCTC | ROCE mismatch | Source=53.8 Calculated=35.06 Difference=18.74
IRCTC | ROCE mismatch | Source=53.8 Calculated=39.9 Difference=13.90
IRCTC | ROCE mismatch | Source=53.8 Calculated=28.69 Difference=25.11
